player_name,college,draft_year,pick,round,birthdate,draft_age,college_season,rec_yards,rec_tds,receptions,team_rec_yards,team_rec_tds,yards_market_share,td_market_share,final_season_dominator,peak_dominator,peak_dominator_season,dominator_trend,breakout_age,ever_broke_out,ras_score,pff_overall_grade,pff_receiving_grade,yards_per_route_run,dc_score,breakout_score,ras_score_normalized,slap_score,slap_tier,delta,nfl_best_season_ppg,hit24,hit12
Talyn Shettron,Oklahoma State,2026,250,8,MISSING,,2024.0,245.0,1.0,,3176.0,22.0,0.0771410579345088,0.0454545454545454,6.129780169452713,6.129780169452713,2024.0,0.0,,False,6.890000000000001,,,,28.79046960395864,21.129780169452715,68.9,33.274761276463664,Poor,4.484291672505023,,,
Braylin Presley,Tulsa,2026,250,8,2003-10-24,22.52,2025.0,115.0,1.0,,2670.0,15.0,0.0430711610486891,0.0666666666666666,5.486891385767791,5.486891385767791,2025.0,0.0,,False,6.890000000000001,,,,28.79046960395864,20.48689138576779,68.9,33.14618351972668,Poor,4.355713915768035,,,
Antonio Gates Jr.,Michigan State,2026,250,8,2003-10-06,22.57,2024.0,49.0,0.0,,2617.0,13.0,0.0187237294612151,0.0,0.9361864730607566,5.304311073541842,2023.0,-4.368124600481085,,False,6.890000000000001,,,,28.79046960395864,20.304311073541843,68.9,33.10966745728149,Poor,4.319197853322848,,,
JoJo Earle,UNLV,2026,250,8,2003-04-05,23.07,2025.0,258.0,0.0,,3512.0,24.0,0.0734624145785877,0.0,3.673120728929385,3.673120728929385,2025.0,0.0,,False,6.890000000000001,,,,28.79046960395864,18.673120728929383,68.9,32.783429388359,Poor,3.9929597844003553,,,
Christian Leary,Western Michigan,2026,250,8,MISSING,,2025.0,115.0,0.0,,1939.0,10.0,0.0593089221248066,0.0,2.9654461062403303,2.9654461062403303,2025.0,0.0,,False,6.890000000000001,,,,28.79046960395864,17.96544610624033,68.9,32.64189446382118,Poor,3.85142485986254,,,
Tobias Merriweather,Utah,2026,250,8,MISSING,,2025.0,130.0,0.0,,2816.0,27.0,0.0461647727272727,0.0,2.308238636363636,2.308238636363636,2025.0,0.0,,False,6.890000000000001,,,,28.79046960395864,17.308238636363637,68.9,32.51045296984584,Poor,3.7199833658872015,,,
Raymond Cottrell,Texas A&M,2026,250,8,MISSING,,2025.0,,,,3378.0,26.0,,,,2.2679924242424243,2023.0,,,False,6.890000000000001,,,,28.79046960395864,17.267992424242426,68.9,32.5024037274216,Poor,3.71193412346296,,,
Jaden Bray,West Virginia,2026,250,8,2002-08-06,23.73,2025.0,95.0,0.0,,2266.0,10.0,0.0419240953221535,0.0,2.096204766107679,2.096204766107679,2025.0,0.0,,False,6.890000000000001,,,,28.79046960395864,17.09620476610768,68.9,32.468046195794656,Poor,3.677576591836015,,,
Hykeem Williams,Colorado,2026,250,8,2003-11-18,22.45,2025.0,81.0,0.0,,2433.0,17.0,0.033292231812577,0.0,1.6646115906288532,1.6646115906288532,2025.0,0.0,,False,6.890000000000001,,,,28.79046960395864,16.66461159062885,68.9,32.38172756069889,Poor,3.5912579567402503,,,
Andre Greene Jr.,Virginia,2026,250,8,MISSING,,2025.0,7.0,0.0,,3348.0,18.0,0.0020908004778972,0.0,0.1045400238948626,1.346433770014556,2024.0,-1.2418937461196935,,False,6.890000000000001,,,,28.79046960395864,16.346433770014556,68.9,32.31809199657603,Poor,3.5276223926173884,,,
Nathan Leacock,North Carolina,2026,250,8,2004-11-22,21.44,2025.0,48.0,0.0,,2207.0,13.0,0.0217489805165382,0.0,1.0874490258269145,1.0874490258269145,2025.0,0.0,,False,6.890000000000001,,,,28.79046960395864,16.087449025826913,68.9,32.266295047738495,Poor,3.475825443779854,,,
Ryan Niblett,Texas,2026,250,8,2004-11-17,21.45,2025.0,60.0,0.0,,3259.0,28.0,0.0184105553850874,0.0,0.9205277692543724,0.9205277692543724,2025.0,0.0,,False,6.890000000000001,,,,28.79046960395864,15.920527769254372,68.9,32.232910796423994,Poor,3.4424411924653526,,,
Squirrel White,Florida State,2026,250,8,2004-05-05,21.99,2025.0,52.0,0.0,,3041.0,20.0,0.0170996382768826,0.0,0.8549819138441302,0.8549819138441302,2025.0,0.0,,False,6.890000000000001,,,,28.79046960395864,15.85498191384413,68.9,32.219801625341944,Poor,3.4293320213833027,,,
Jaquaize Pettaway,East Carolina,2026,250,8,MISSING,,2025.0,32.0,0.0,,3545.0,22.0,0.0090267983074753,0.0,0.4513399153737658,0.4513399153737658,2025.0,0.0,,False,6.890000000000001,,,,28.79046960395864,15.451339915373763,68.9,32.13907322564787,Poor,3.3486036216892288,,,
Kyion Grayes,California,2026,250,8,MISSING,,2025.0,10.0,0.0,,3579.0,20.0,0.0027940765576976,0.0,0.139703827884884,0.3271861986912552,2024.0,-0.1874823708063712,,False,6.890000000000001,,,,28.79046960395864,15.327186198691257,68.9,32.11424248231137,Poor,3.3237728783527274,,,
Braylon James,Notre Dame,2026,250,8,MISSING,,2025.0,,,,3061.0,25.0,,,,0.187207488299532,2023.0,,,False,6.890000000000001,,,,28.79046960395864,15.187207488299531,68.9,32.08624674023302,Poor,3.2957771362743813,,,
Jayden McGowan,Charlotte,2026,250,8,MISSING,,2025.0,7.0,0.0,,2448.0,14.0,0.002859477124183,0.0,0.1429738562091503,0.1429738562091503,2025.0,0.0,,False,6.890000000000001,,,,28.79046960395864,15.142973856209151,68.9,32.07740001381495,Poor,3.2869304098563106,,,
Jayden Thomas,Virginia,2026,250,8,2002-10-18,23.53,2025.0,9.0,0.0,,3348.0,18.0,0.0026881720430107,0.0,0.1344086021505376,0.1344086021505376,2025.0,0.0,,False,6.890000000000001,,,,28.79046960395864,15.134408602150538,68.9,32.07568696300322,Poor,3.28521735904458,,,
Travis Hunter,Colorado,2025,2,1,2003-05-18,21.95,,,,,,,,,,,,,19.0,True,6.890000000000001,,,,98.71149956490876,90.0,68.9,92.4974747171907,Elite,-6.214024847718065,0.0,0.0,0.0
Tetairoa McMillan,Arizona,2025,8,1,2003-04-05,22.07,,,,,,,,,,,,,19.0,True,6.890000000000001,,,,93.68781610895526,90.0,68.9,89.23208047082093,Good,-4.455735638134328,12.552941176470588,1.0,0.0
Emeka Egbuka,Ohio State,2025,19,1,2002-10-14,22.55,,,,,,,,,,,,,20.0,True,9.72,,,,87.5050697341776,75.0,97.2,86.45829532721544,Good,-1.0467744069621574,11.341176470588236,1.0,0.0
Matthew Golden,Texas,2025,23,1,2003-08-01,21.75,,,,,,,,,,,,,20.0,True,6.890000000000001,,,,85.63195232697663,75.0,68.9,80.99576901253482,Good,-4.6361833144418085,6.470588235294118,0.0,0.0
Jayden Higgins,Iowa State,2025,34,2,2002-12-15,22.38,,,,,,,,,,,,,20.0,True,9.629999999999999,,,,81.03375665926983,75.0,96.3,82.1169418285254,Good,1.0831851692555716,7.617647058823529,0.0,0.0
Luther Burden III,Missouri,2025,39,2,2003-12-12,21.39,,,,,,,,,,,,,19.0,True,6.890000000000001,,,,79.1367012454148,90.0,68.9,79.77385580951963,Average,0.6371545641048328,7.305882352941176,0.0,0.0
Tre Harris,Ole Miss,2025,55,2,2002-02-28,23.17,,,,,,,,,,,,,21.0,True,9.23,,,,73.61036829159038,60.0,92.3,73.69173938953375,Average,0.081371097943375,5.882352941176471,0.0,0.0
Kyle Williams,Washington State,2025,69,3,2002-11-13,22.46,,,,,,,,,,,,,,False,6.890000000000001,,,,69.2641833889955,25.0,68.9,60.35671920284708,Below Average,-8.907464186148424,3.5294117647058822,0.0,0.0
Isaac TeSlaa,Arkansas,2025,70,3,2002-02-20,23.19,,,,,,,,,,,,,,False,6.890000000000001,,,,68.96725571920754,25.0,68.9,60.1637162174849,Below Average,-8.80353950172264,3.823529411764706,0.0,0.0
Pat Bryant,Illinois,2025,74,3,2002-12-10,22.39,,,,,,,,,,,,,,False,6.890000000000001,,,,67.79531439030325,25.0,68.9,59.40195435369712,Poor,-8.393360036606133,3.235294117647059,0.0,0.0
Chimere Dike,Florida,2025,103,4,2001-12-14,23.38,,,,,,,,,,,,,,False,6.890000000000001,,,,59.92138766628686,25.0,68.9,54.28390198308646,Poor,-5.637485683200403,6.723529411764706,0.0,0.0
Elic Ayomanor,Stanford,2025,136,4,2003-06-03,21.91,,,,,,,,,,,,,,False,9.709999999999999,,,,51.93324682456018,25.0,97.1,53.32161043596412,Poor,1.388363611403939,6.852941176470588,0.0,0.0
Tez Johnson,Oregon,2025,235,7,2002-05-18,22.95,,,,,,,,,,,,,,False,6.890000000000001,,,,31.560854097950696,25.0,68.9,35.84955516366796,Poor,4.288701065717262,2.9411764705882355,0.0,0.0
Marvin Harrison Jr.,Ohio St.,2024,4,1,2002-08-11,21.72,2023.0,1211.0,14.0,155.0,3498.0,26.0,0.3461978273299028,0.5384615384615384,44.232968289572064,44.2,2023.0,0.0329682895720608,19.0,True,6.890000000000001,89.9,89.9,3.44,96.73123522513824,99.9,68.9,93.19030289633989,Elite,-3.5409323287983625,0.0,0.0,0.0
Malik Nabers,LSU,2024,6,1,2003-07-28,20.76,2023.0,1569.0,14.0,189.0,4407.0,44.0,0.3560245064669843,0.3181818181818182,33.71031623244013,33.7,2023.0,0.0103162324401253,19.0,True,9.67,92.9,92.9,3.64,95.11104923064929,96.85515811622008,96.7,95.69821362316604,Elite,0.5871643925167689,16.094117647058823,1.0,1.0
Rome Odunze,Washington,2024,9,1,2002-06-03,21.91,2023.0,1640.0,13.0,214.0,5155.0,38.0,0.3181377303588749,0.3421052631578947,33.01214967583848,33.0,2023.0,0.0121496758384793,19.0,True,9.92,89.8,89.8,2.93,93.0277989247994,96.50607483791924,99.2,94.64928426870348,Elite,1.6214853439040553,8.523529411764706,0.0,0.0
Brian Thomas,LSU,2024,23,1,2002-10-08,21.56,2023.0,1177.0,17.0,128.0,4407.0,44.0,0.2670751077830723,0.3863636363636363,32.67193720733543,32.7,2023.0,-0.0280627926645706,20.0,True,6.890000000000001,73.7,73.7,2.61,85.63195232697663,81.33596860366771,68.9,82.26296273326835,Good,-3.368989593708278,16.705882352941178,1.0,1.0
Xavier Worthy,Texas,2024,28,1,2003-04-27,21.01,2023.0,1014.0,5.0,197.0,4047.0,25.0,0.2505559673832468,0.2,22.527798369162344,38.8,2021.0,-16.272201630837653,18.0,True,9.41,68.9,68.9,2.14,83.45697985379842,99.9,94.1,88.34203690496896,Good,4.8850570511705484,14.923529411764704,1.0,1.0
Ricky Pearsall,Florida,2024,31,1,2000-09-09,23.64,2023.0,970.0,4.0,97.0,3086.0,20.0,0.3143227478937135,0.2,25.71613739468568,25.7,2023.0,0.0161373946856819,21.0,True,9.91,77.2,77.2,2.23,82.22305120306456,62.85806869734285,99.1,80.88159702146054,Good,-1.3414541816040213,5.5,0.0,0.0
Xavier Legette,South Carolina,2024,32,1,2001-01-29,23.25,2023.0,1255.0,7.0,113.0,3336.0,21.0,0.3761990407673861,0.3333333333333333,35.47661870503597,35.5,2023.0,-0.0233812949640324,22.0,True,9.9,82.5,82.5,3.15,81.82194951930317,52.73830935251799,99.0,78.58192905805066,Average,-3.240020461252513,7.358823529411764,0.0,0.0
Keon Coleman,Florida St.,2024,33,2,2003-05-17,20.96,2023.0,658.0,11.0,50.0,3508.0,25.0,0.1875712656784492,0.44,31.37856328392246,31.4,2023.0,-0.0214367160775381,20.0,True,8.18,70.2,70.2,1.74,81.42558366090017,80.68928164196123,81.8,81.33448570797735,Good,-0.0910979529228228,6.982352941176471,0.0,0.0
Ladd McConkey,Georgia,2024,34,2,2001-11-11,22.47,2023.0,478.0,2.0,119.0,4274.0,29.0,0.1118390266729059,0.0689655172413793,9.040227195714262,19.9,2022.0,-10.859772804285736,20.0,True,9.34,82.6,82.6,3.26,81.03375665926983,75.0,93.4,81.6819418285254,Good,0.6481851692555693,16.211764705882356,1.0,1.0
Ja'Lynn Polk,Washington,2024,37,2,2002-04-11,22.06,2023.0,1159.0,9.0,115.0,5155.0,38.0,0.2248302618816682,0.2368421052631578,23.08361835724131,23.1,2023.0,-0.0163816427586915,21.0,True,8.85,75.0,75.0,2.29,79.88373711084623,61.54180917862065,88.5,77.50779095777419,Average,-2.375946153072036,1.9235294117647064,0.0,0.0
Adonai Mitchell,Texas,2024,52,2,2002-10-08,21.56,2023.0,845.0,11.0,55.0,4047.0,25.0,0.208796639486039,0.44,32.43983197430195,32.4,2023.0,0.0398319743019541,20.0,True,9.99,72.0,72.0,1.72,74.59433316596373,81.21991598715098,99.9,79.71529975530662,Average,5.120966589342885,3.105882352941176,0.0,0.0
Malachi Corley,Western Kentucky,2024,65,3,2002-03-21,22.11,2023.0,984.0,11.0,259.0,3837.0,38.0,0.2564503518373729,0.2894736842105263,27.296201802394965,27.3,2023.0,-0.003798197605036,20.0,True,7.76,82.6,82.6,2.78,70.4686321545596,78.64810090119748,77.6,73.17423108070324,Average,2.7055989261436366,0.4235294117647059,0.0,0.0
Jermaine Burton,Alabama,2024,80,3,2001-06-28,22.84,2023.0,798.0,8.0,79.0,3086.0,23.0,0.2585871678548282,0.3478260869565217,30.3206627405675,30.3,2023.0,0.0206627405674986,22.0,True,9.09,79.6,79.6,2.75,66.0815727265999,50.16033137028375,90.9,66.6200885463467,Below Average,0.5385158197467916,0.8647058823529411,0.0,0.0
Roman Wilson,Michigan,2024,84,3,2001-06-19,22.87,2023.0,789.0,12.0,107.0,3205.0,24.0,0.2461778471138845,0.5,37.30889235569423,37.3,2023.0,0.0088923556942361,22.0,True,8.59,81.5,81.5,2.68,64.96615833500175,53.65444617784712,85.9,65.84389215332057,Below Average,0.8777338183188164,0.0,0.0,0.0
Jalen McMillan,Washington,2024,92,3,2001-12-07,22.4,2023.0,559.0,5.0,164.0,5155.0,38.0,0.1084384093113482,0.131578947368421,12.000867833988464,25.5,2022.0,-13.499132166011536,20.0,True,8.67,70.3,70.3,2.3,62.79411750331776,75.0,86.7,68.82117637715655,Below Average,6.02705887383879,8.323529411764707,0.0,0.0
Luke McCaffrey,Rice,2024,100,3,2001-04-02,23.08,2023.0,992.0,13.0,129.0,3282.0,29.0,0.3022547227300426,0.4482758620689655,37.52652923995041,37.5,2023.0,0.0265292399504133,21.0,True,9.440000000000001,80.1,80.1,2.11,60.69278011001499,68.7632646199752,94.4,67.3629599955048,Below Average,6.670179885489802,2.047058823529412,0.0,0.0
Troy Franklin,Oregon,2024,102,4,2003-02-06,21.23,2023.0,1383.0,14.0,160.0,4857.0,49.0,0.2847436689314391,0.2857142857142857,28.522897732286246,28.5,2023.0,0.0228977322862462,19.0,True,9.02,84.9,84.9,3.32,60.177557959621616,94.26144886614313,90.2,71.49770244698267,Average,11.320144487361055,4.735294117647059,0.0,0.0
Javon Baker,Central Florida,2024,110,4,2002-02-18,22.2,2023.0,1139.0,7.0,,3364.0,24.0,0.3385850178359096,0.2916666666666667,31.512584225128816,31.512584225128816,,0.0,18.0,True,7.840000000000001,82.9,82.9,3.21,58.15392954892286,99.9,78.4,69.54005420679987,Below Average,11.386124657877003,0.1294117647058823,0.0,0.0
Devontez Walker,North Carolina,2024,113,4,2001-06-19,22.87,2023.0,699.0,7.0,41.0,3881.0,26.0,0.1801082195310487,0.2692307692307692,22.466949438090893,22.5,2023.0,-0.033050561909107,22.0,True,9.76,68.2,68.2,2.28,57.409597693011136,46.23347471904545,97.6,61.20293344426633,Below Average,3.793335751255192,0.5352941176470588,0.0,0.0
Jacob Cowing,Arizona,2024,135,4,2001-02-04,23.24,2023.0,839.0,13.0,173.0,4008.0,36.0,0.2093313373253493,0.3611111111111111,28.52212242182302,28.5,2023.0,0.0221224218230204,21.0,True,6.279999999999999,75.2,75.2,1.92,52.16363835828216,64.2610612109115,62.8,56.17857717506571,Poor,4.014938816783548,0.7470588235294118,0.0,0.0
Anthony Gould,Oregon St.,2024,142,5,2001-04-06,23.07,2023.0,718.0,2.0,84.0,3148.0,26.0,0.2280813214739517,0.0769230769230769,15.250219919851432,18.2,2022.0,-2.9497800801485674,21.0,True,8.87,73.9,73.9,2.54,50.56417497245892,60.0,88.69999999999999,58.1717137320983,Poor,7.607538759639375,0.1941176470588235,0.0,0.0
Ainias Smith,Texas A&M,2024,152,5,2001-05-31,22.92,2023.0,795.0,2.0,179.0,3520.0,24.0,0.2258522727272727,0.0833333333333333,15.459280303030305,26.0,2021.0,-10.540719696969695,19.0,True,7.360000000000001,77.1,77.1,2.27,48.33026186661135,90.0,73.60000000000001,60.45467021329737,Below Average,12.124408346686025,1.0411764705882351,0.0,0.0
Jamari Thrash,Louisville,2024,156,5,2000-12-19,23.36,2023.0,858.0,6.0,63.0,3283.0,22.0,0.2613463295766067,0.2727272727272727,26.70368011519397,26.6,2023.0,0.103680115193967,22.0,True,6.769999999999999,77.6,77.6,2.35,47.452429780384286,48.35184005759699,67.69999999999999,50.669447368769184,Poor,3.2170175883848984,0.3058823529411765,0.0,0.0
Bub Means,Pittsburgh,2024,170,5,2001-01-10,23.3,2023.0,576.0,5.0,68.0,2592.0,17.0,0.2222222222222222,0.2941176470588235,25.816993464052285,31.6,2023.0,-5.783006535947717,22.0,True,9.35,71.1,71.1,2.14,44.44517844407706,47.908496732026144,93.5,52.49606533505531,Poor,8.050886890978255,1.576470588235294,0.0,0.0
Jha'Quan Jackson,Tulane,2024,182,6,2000-05-15,23.96,2023.0,439.0,4.0,109.0,3010.0,25.0,0.1458471760797342,0.16,15.29235880398671,29.1,2020.0,-13.807641196013291,20.0,True,5.34,74.1,74.1,2.3,41.94175972374306,75.0,53.4,50.27214382043299,Poor,8.330384096689926,0.0764705882352941,0.0,0.0
Malik Washington,Virginia,2024,184,6,2000-10-20,23.53,2023.0,1426.0,9.0,110.0,3010.0,19.0,0.4737541528239202,0.4736842105263157,47.3719181675118,47.4,2023.0,-0.0280818324881977,22.0,True,8.63,91.1,91.1,3.15,41.53070215783976,54.9,86.30000000000001,50.91995640259585,Poor,9.389254244756088,3.341176470588235,0.0,0.0
Johnny Wilson,Florida St.,2024,185,6,2001-04-03,23.08,2023.0,617.0,2.0,95.0,3508.0,25.0,0.1758836944127708,0.08,12.79418472063854,21.7,2022.0,-8.905815279361459,21.0,True,9.7,75.9,75.9,2.42,41.325810352464025,60.0,97.0,53.41177672910162,Poor,12.085966376637591,0.8705882352941177,0.0,0.0
Casey Washington,Illinois,2024,187,6,2001-03-06,23.15,2023.0,670.0,4.0,122.0,3191.0,23.0,0.2099655280476339,0.1739130434782608,19.19392857629474,19.2,2023.0,-0.0060714237052579,21.0,True,7.15,71.4,71.4,1.63,40.917284913571535,60.0,71.5,49.3212351938215,Poor,8.403950280249965,0.1411764705882353,0.0,0.0
Tejhaun Palmer,Ala-Birmingham,2024,191,6,2000-05-19,23.95,2023.0,858.0,7.0,83.0,3467.0,22.0,0.2474762042111335,0.3181818181818182,28.282901119647587,28.3,2023.0,-0.0170988803524139,23.0,True,9.57,71.4,71.4,2.15,40.10518084262188,34.141450559823795,95.7,47.25165765966898,Poor,7.146476817047102,0.0,0.0,0.0
Jordan Whittington,Texas,2024,213,6,2000-10-01,23.58,2023.0,505.0,1.0,141.0,4047.0,25.0,0.1247837904620706,0.04,8.239189523103533,12.7,2022.0,-4.460810476896466,20.0,True,6.890000000000001,65.4,65.4,1.52,35.74901134195683,75.0,68.9,48.57185737227194,Poor,12.822846030315112,3.217647058823529,0.0,0.0
Ryan Flournoy,SE Missouri St.,2024,216,6,1999-10-27,24.51,2023.0,,,118.0,,,,,,,,,20.0,True,9.89,,,,35.1685361424386,75.0,98.9,52.69454849258509,Poor,17.526012350146495,1.0705882352941178,0.0,0.0
Brenden Rice,USC,2024,225,7,2002-03-18,22.12,2023.0,791.0,12.0,84.0,4329.0,37.0,0.1827211827211827,0.3243243243243243,25.35227535227536,25.4,2023.0,-0.0477246477246389,21.0,True,7.17,77.5,77.5,2.75,33.445215911948296,62.67613767613768,71.7,45.02961787799393,Poor,11.584401966045633,0.0,0.0,0.0
Devaughn Vele,Utah,2024,235,7,1997-12-12,26.38,2023.0,593.0,3.0,123.0,2156.0,15.0,0.2750463821892393,0.2,23.75231910946197,23.8,2023.0,-0.0476808905380323,25.0,True,8.47,66.8,66.8,1.81,31.560854097950696,21.876159554730982,84.7,37.59478707461415,Poor,6.033932976663458,6.264705882352941,0.0,0.0
Tahj Washington,USC,2024,241,7,2001-05-16,22.96,2023.0,1062.0,8.0,163.0,4329.0,37.0,0.2453222453222453,0.2162162162162162,23.07692307692308,23.1,2023.0,-0.0230769230769212,22.0,True,5.13,82.2,82.2,3.06,30.444862386220947,46.53846153846154,51.3,36.79185285873592,Poor,6.346990472514975,0.0,0.0,0.0
Cornelius Johnson,Michigan,2024,253,7,2000-11-21,23.44,2023.0,604.0,1.0,139.0,3205.0,24.0,0.1884555382215288,0.0416666666666666,11.506110244409776,25.1,2020.0,-13.593889755590226,19.0,True,9.459999999999999,71.1,71.1,1.77,28.24405650724969,90.0,94.6,50.5486367297123,Poor,22.304580222462604,0.0,0.0,0.0
Jaxon Smith-Njigba,Ohio St.,2023,20,1,2002-02-14,21.21,2022.0,43.0,0.0,110.0,3878.0,42.0,0.0110881897885508,0.0,0.55440948942754,26.0,2021.0,-25.44559051057246,19.0,True,8.34,55.1,55.1,0.98,87.02377097693456,90.0,83.4,87.07545113500747,Good,0.0516801580729122,14.8,1.0,0.0
Quentin Johnston,TCU,2023,21,1,2001-09-06,21.65,2022.0,1069.0,6.0,115.0,3926.0,33.0,0.2722873153336729,0.1818181818181818,22.705274857592737,26.6,2021.0,-3.894725142407264,18.0,True,8.68,76.2,76.2,3.05,86.55153502322084,99.9,86.8,89.25849776509354,Good,2.706962741872701,10.276470588235297,0.0,0.0
Zay Flowers,Boston Col.,2023,22,1,2000-09-11,22.63,2022.0,1077.0,12.0,200.0,2965.0,21.0,0.3632377740303541,0.5714285714285714,46.73331727294627,46.7,2022.0,0.0333172729462702,19.0,True,8.29,76.0,76.0,2.22,86.0877712199221,99.9,82.89999999999999,88.37205129294938,Good,2.284280073027276,13.847058823529412,1.0,0.0
Jordan Addison,USC,2023,23,1,2002-01-27,21.26,2022.0,875.0,8.0,59.0,4694.0,43.0,0.1864081806561568,0.1860465116279069,18.62273461420319,18.6,2022.0,0.0227346142031876,21.0,True,5.94,81.5,81.5,2.78,85.63195232697663,60.0,59.400000000000006,76.57076901253481,Average,-9.06118331444182,13.01764705882353,1.0,0.0
Jonathan Mingo,Mississippi,2023,39,2,2001-04-20,22.03,2022.0,862.0,5.0,112.0,3118.0,22.0,0.2764592687620269,0.2272727272727272,25.186599801737707,25.2,2022.0,-0.0134001982622926,21.0,True,9.870000000000001,76.9,76.9,2.14,79.1367012454148,62.59329990086886,98.7,78.7625157896934,Average,-0.3741854557214026,4.988235294117647,0.0,0.0
Jayden Reed,Michigan St.,2023,50,2,2000-04-28,23.01,2022.0,636.0,5.0,147.0,2880.0,23.0,0.2208333333333333,0.217391304347826,21.91123188405797,34.1,2021.0,-12.188768115942032,20.0,True,6.74,70.4,70.4,1.83,75.2623245415211,75.95561594202898,67.4,74.22163414039451,Average,-1.0406904011265825,13.270588235294117,1.0,0.0
Rashee Rice,SMU,2023,55,2,2000-04-22,23.02,2022.0,1355.0,10.0,233.0,4059.0,35.0,0.3338260655333826,0.2857142857142857,30.977017562383413,30.3,2022.0,0.677017562383412,20.0,True,9.53,85.9,85.9,3.05,73.61036829159038,80.48850878119171,95.3,78.23944114577209,Average,4.6290728541817145,15.952941176470588,1.0,0.0
Marvin Mims,Oklahoma,2023,63,2,2002-03-19,21.12,2022.0,1083.0,6.0,123.0,3310.0,27.0,0.327190332326284,0.2222222222222222,27.47062772742532,27.5,2022.0,-0.0293722725746796,18.0,True,6.890000000000001,75.5,75.5,2.75,71.08139694751989,99.9,68.9,76.51790801588794,Average,5.436511068368048,7.811764705882354,0.0,0.0
Tank Dell,Houston,2023,69,3,1999-10-29,23.5,2022.0,1398.0,17.0,228.0,4082.0,40.0,0.3424791768740813,0.425,38.37395884370408,38.4,2022.0,-0.0260411562959177,20.0,True,6.890000000000001,83.5,83.5,2.54,69.2641833889955,84.18697942185204,68.9,72.19411508721748,Average,2.929931698221978,9.705882352941176,0.0,0.0
Jalin Hyatt,Tennessee,2023,73,3,2001-09-25,21.6,2022.0,1267.0,15.0,108.0,4239.0,38.0,0.2988912479358339,0.3947368421052631,34.68140450205486,34.7,2022.0,-0.0185954979451423,20.0,True,8.76,77.4,77.4,3.27,68.08599462283559,82.34070225102744,87.6,73.86403695504862,Average,5.778042332213033,3.547058823529412,0.0,0.0
Cedric Tillman,Tennessee,2023,74,3,2000-04-19,23.03,2022.0,417.0,3.0,109.0,4239.0,38.0,0.0983722576079264,0.0789473684210526,8.86598130144895,34.4,2021.0,-25.534018698551048,21.0,True,8.67,70.3,70.3,2.01,67.79531439030325,60.0,86.7,69.07195435369711,Below Average,1.276639963393862,4.729411764705882,0.0,0.0
Josh Downs,North Carolina,2023,79,3,2001-08-12,21.72,2022.0,1029.0,11.0,202.0,4330.0,38.0,0.2376443418013857,0.2894736842105263,26.3559013005956,35.5,2021.0,-9.1440986994044,19.0,True,8.99,82.9,82.9,2.18,66.36371289664757,93.1779506502978,89.9,75.25700351288049,Average,8.893290616232918,10.717647058823529,0.0,0.0
Michael Wilson,Stanford,2023,94,3,2000-02-23,23.18,2022.0,418.0,4.0,133.0,3051.0,15.0,0.1370042608980662,0.2666666666666666,20.183546378236645,24.7,2019.0,-4.516453621763354,19.0,True,9.55,74.5,74.5,2.3,62.26248222126424,90.09177318911831,95.5,72.81396808164543,Average,10.551485860381192,7.323529411764706,0.0,0.0
Tre Tucker,Cincinnati,2023,100,3,2001-03-08,22.15,2022.0,672.0,3.0,111.0,3155.0,22.0,0.2129952456418383,0.1363636363636363,17.467944100273737,17.5,2022.0,-0.0320558997262629,21.0,True,7.159999999999999,70.3,70.3,2.24,60.69278011001499,60.0,71.6,62.19030707150975,Below Average,1.4975269614947564,7.605882352941177,0.0,0.0
Derius Davis,TCU,2023,125,4,2000-09-11,22.63,2022.0,531.0,5.0,112.0,3926.0,33.0,0.1352521650534895,0.1515151515151515,14.338365828432051,14.3,2022.0,0.0383658284320507,,False,4.29,61.8,61.8,2.0,54.50441856810307,29.338365828432053,42.9,47.73054523495341,Poor,-6.773873333149659,2.423529411764706,0.0,0.0
Charlie Jones,Purdue,2023,131,4,1998-10-29,24.5,2022.0,1361.0,12.0,110.0,3871.0,26.0,0.351588736760527,0.4615384615384615,40.65635991494943,40.5,2022.0,0.1563599149494265,23.0,True,6.890000000000001,81.6,81.6,2.7,53.091766375709646,39.9,68.9,52.82464814421128,Poor,-0.2671182314983724,0.8647058823529411,0.0,0.0
Tyler Scott,Cincinnati,2023,133,4,2001-10-12,21.55,2022.0,899.0,9.0,88.0,3155.0,22.0,0.2849445324881141,0.4090909090909091,34.70177207895116,34.7,2022.0,0.0017720789511557,20.0,True,8.61,72.1,72.1,2.5,52.62637641396525,82.35088603947558,86.1,63.59232187697253,Below Average,10.965945463007271,2.111764705882353,0.0,0.0
Justin Shorter,Florida,2023,150,5,1999-09-09,23.64,2022.0,577.0,2.0,95.0,2910.0,18.0,0.1982817869415807,0.1111111111111111,15.469644902634592,15.5,2022.0,-0.0303550973654083,,False,7.94,74.0,74.0,2.42,48.77246656402318,30.46964490263459,79.4,49.70603224714199,Poor,0.9335656831188076,0.0,0.0,0.0
Dontayvion Wicks,Virginia,2023,159,5,2001-06-16,21.87,2022.0,430.0,2.0,90.0,2210.0,7.0,0.1945701357466063,0.2857142857142857,24.0142210730446,27.3,2021.0,-3.285778926955402,20.0,True,9.17,59.0,59.0,1.45,46.79965853300224,77.0071105365223,91.7,59.57620015375592,Poor,12.776541620753685,7.629411764705882,0.0,0.0
