player_name,college,draft_year,pick,round,birthdate,draft_age,college_season,rush_yards,rush_att,rec_yards,receptions,team_pass_att,rec_yards_per_team_pass_att,ras_score,pff_overall_grade,pff_rushing_grade,pff_receiving_grade,dc_score,production_score,age_weight_used,ras_score_normalized,slap_score,slap_tier,delta,nfl_best_season_ppg,hit24,hit12
James Cook,Georgia,2022,63,2,1999-09-25,22.0,2021,728.0,113.0,284.0,27.0,407.0,0.6977886977886978,8.75,85.0,83.2,,71.08139694751989,41.867321867321856,1.05,87.5,63.31926112732259,Below Average,-7.762135820197301,19.076470588235296,1.0,1.0
Rachaad White,Arizona St.,2022,91,3,1999-01-12,23.0,2021,1000.0,183.0,456.0,43.0,313.0,1.4568690095846646,9.87,90.8,90.5,,63.061580711070775,83.24965769055224,1.0,98.7,75.47317054722866,Average,12.411589836157887,17.38235294117647,1.0,1.0
Tyrion Davis-Price,LSU,2022,93,3,2000-10-23,21.0,2021,1015.0,211.0,64.0,10.0,443.0,0.1444695259593679,6.65,78.5,77.8,,62.52775678229379,9.0809416317317,1.1,66.5,44.417207962253,Poor,-18.1105488200408,0.5823529411764706,0.0,0.0
Brian Robinson Jr.,Alabama,2022,98,3,,23.0,2021,1343.0,271.0,296.0,35.0,571.0,0.5183887915936952,6.58,85.9,90.4,,61.21193317920564,29.622216662496864,1.0,65.8,50.84374242147672,Poor,-10.368190757728918,0.0,0.0,0.0
Dameon Pierce,Florida,2022,107,4,2000-02-19,22.0,2021,574.0,100.0,216.0,19.0,416.0,0.5192307692307693,7.090000000000001,92.0,93.5,,58.906016650653214,31.15384615384616,1.05,70.9,50.99185447917276,Poor,-7.914162171480456,9.788235294117648,0.0,0.0
Zamir White,Georgia,2022,122,4,1999-09-18,22.0,2021,859.0,161.0,75.0,9.0,407.0,0.1842751842751842,9.81,87.5,87.6,,55.220391068257086,11.056511056511056,1.05,98.1,46.19497440390741,Poor,-9.025416664349676,4.347058823529412,0.0,0.0
Isaiah Spiller,Texas A&M,2022,123,4,2001-08-09,21.0,2021,1016.0,178.0,189.0,25.0,370.0,0.5108108108108108,5.66,83.2,85.1,,54.98099784630684,32.108108108108105,1.1,56.6,47.21833676099126,Poor,-7.762661085315578,1.1176470588235294,0.0,0.0
Pierre Strong,South Dakota St.,2022,127,4,1998-12-10,23.0,2021,,,8.0,3.0,,,6.65,,,,54.03072824727209,30.0,,66.5,47.49036412363605,Poor,-6.540364123636039,2.51764705882353,0.0,0.0
Hassan Haskins,Michigan,2022,131,4,1999-11-26,22.0,2021,1327.0,270.0,131.0,18.0,395.0,0.3316455696202531,6.65,91.2,89.0,,53.091766375709646,19.898734177215182,1.05,66.5,43.48544014988014,Poor,-9.606326225829504,1.9588235294117649,0.0,0.0
Tyler Allgeier,BYU,2022,151,5,2000-04-15,22.0,2021,,,199.0,28.0,389.0,0.5115681233933161,7.4,,,,48.551086004790726,30.69408740359896,1.05,74.0,46.11847359365501,Poor,-2.4326124111357217,9.376470588235296,0.0,0.0
Snoop Conner,Mississippi,2022,154,5,2000-08-01,22.0,2021,642.0,130.0,82.0,14.0,429.0,0.1911421911421911,7.029999999999999,75.6,76.4,,47.89026274987726,11.468531468531468,1.05,70.3,38.50411738892464,Poor,-9.386145360952618,0.6,0.0,0.0
Jerome Ford,Cincinnati,2022,156,5,1999-09-12,22.0,2021,1307.0,214.0,220.0,21.0,400.0,0.55,6.909999999999999,86.1,89.4,,47.452429780384286,32.99999999999999,1.05,69.1,45.64121489019213,Poor,-1.8112148901921543,12.96470588235294,1.0,0.0
Kyren Williams,Notre Dame,2022,164,5,2000-08-26,22.0,2021,990.0,204.0,359.0,42.0,450.0,0.7977777777777778,3.46,81.2,80.0,,45.722011663192845,47.86666666666666,1.05,34.6,44.80433916492975,Poor,-0.9176724982630944,17.63529411764706,1.0,1.0
Ty Chandler,North Carolina,2022,169,5,1998-05-12,24.0,2021,1097.0,183.0,216.0,15.0,382.0,0.5654450261780105,6.35,85.9,87.8,,44.65677995993028,30.69558713537771,0.95,63.5,42.59684547734734,Poor,-2.059934482582946,5.941176470588236,0.0,0.0
Kevin Harris,South Carolina,2022,183,6,2000-11-17,21.0,2021,655.0,153.0,89.0,11.0,360.0,0.2472222222222222,7.13,80.2,85.1,,41.73601754906463,15.53968253968254,1.1,71.3,37.0018976634212,Poor,-4.734119885643423,1.2529411764705882,0.0,0.0
Tyler Badie,Missouri,2022,196,6,1999-02-07,22.0,2021,1604.0,271.0,330.0,54.0,455.0,0.7252747252747253,6.38,85.7,88.2,,39.0990823378889,43.516483516483504,1.05,63.8,44.35031039971368,Poor,5.251228061824776,0.6,0.0,0.0
Keaontay Ingram,USC,2022,201,6,1999-10-26,22.0,2021,911.0,156.0,156.0,22.0,500.0,0.312,8.67,87.3,91.6,,38.10269095611306,18.72,1.05,86.7,38.60834547805653,Poor,0.5056545219434696,1.0647058823529412,0.0,0.0
Trestan Ebner,Baylor,2022,203,6,1999-01-02,23.0,2021,778.0,150.0,284.0,28.0,365.0,0.7780821917808219,4.7700000000000005,77.5,76.0,,37.70677743241549,44.46183953033268,1.0,47.7,41.57003255182418,Poor,3.863255119408692,0.4823529411764706,0.0,0.0
Brittain Brown,UCLA,2022,250,7,1997-10-10,24.0,2021,616.0,102.0,129.0,18.0,335.0,0.3850746268656716,4.75,78.1,77.6,,28.79046960395864,20.904051172707884,0.95,47.5,28.83665271242708,Poor,0.0461831084684405,0.0,0.0,0.0
Isiah Pacheco,Rutgers,2022,251,7,1999-03-02,23.0,2021,654.0,166.0,,,,,8.85,76.7,77.4,,28.608056453145068,30.0,,88.5,38.07902822657253,Poor,9.470971773427465,16.423529411764704,1.0,1.0
Zander Horvath,Purdue,2022,260,7,1998-12-10,23.0,2021,319.0,91.0,,,,,9.83,74.9,77.7,,26.978577810256013,30.0,,98.3,38.734288905128,Poor,11.755711094871993,1.0941176470588234,0.0,0.0
Najee Harris,Alabama,2021,24,1,1998-03-09,23.0,2020,1464.0,252.0,425.0,43.0,425.0,1.0,6.65,89.8,90.1,,85.18360526375135,57.14285714285713,1.0,66.5,72.56680263187566,Average,-12.616802631875686,17.852941176470587,1.0,1.0
Travis Etienne,Clemson,2021,25,1,1999-01-26,22.0,2020,923.0,166.0,588.0,48.0,490.0,1.2,9.12,82.0,81.1,,84.74230353324101,71.99999999999999,1.05,91.2,81.2511517666205,Good,-3.4911517666205185,16.61176470588235,1.0,1.0
Javonte Williams,North Carolina,2021,35,2,2000-04-25,21.0,2020,1168.0,157.0,305.0,25.0,357.0,0.8543417366946778,8.79,94.3,95.9,,80.64628526255893,53.70148059223688,1.1,87.89999999999999,72.30366083856238,Average,-8.342624423996554,12.052941176470588,1.0,0.0
Trey Sermon,Ohio St.,2021,88,3,1999-01-30,22.0,2020,870.0,116.0,95.0,12.0,225.0,0.4222222222222222,9.67,86.1,88.0,,63.870755038336846,25.333333333333325,1.05,96.7,55.30704418583508,Poor,-8.563710852501764,3.164705882352941,0.0,0.0
Michael Carter,North Carolina,2021,107,4,,22.0,2020,1245.0,157.0,267.0,25.0,357.0,0.7478991596638656,6.2,91.7,91.1,,58.906016650653214,44.87394957983192,1.05,62.0,54.45889067826778,Poor,-4.447125972385436,9.08235294117647,0.0,0.0
Kene Nwangwu,Iowa St.,2021,119,4,1998-02-09,23.0,2020,339.0,61.0,22.0,3.0,372.0,0.0591397849462365,9.88,72.1,74.5,,55.94308596859041,3.379416282642089,1.0,98.8,43.97433868321994,Poor,-11.968747285370467,0.6470588235294118,0.0,0.0
Rhamondre Stevenson,Oklahoma,2021,120,4,1998-02-23,23.0,2020,665.0,101.0,211.0,18.0,362.0,0.5828729281767956,3.98,90.4,90.5,,55.70142651358927,33.307024467245455,1.0,39.8,45.47817182033055,Poor,-10.223254693258724,14.65294117647059,1.0,1.0
Chuba Hubbard,Oklahoma St.,2021,126,4,1999-06-11,22.0,2020,627.0,133.0,52.0,8.0,340.0,0.1529411764705882,8.43,71.9,71.8,,54.26721625603232,9.176470588235292,1.05,84.3,42.99037283389851,Poor,-11.276843422133808,14.211764705882352,1.0,0.0
Kenneth Gainwell,Memphis,2021,150,5,1999-03-14,22.0,2020,,,610.0,51.0,441.0,1.383219954648526,5.66,,,,48.77246656402318,82.99319727891155,1.05,56.6,61.92385232963064,Below Average,13.15138576560745,8.229411764705883,0.0,0.0
Elijah Mitchell,Louisiana,2021,194,6,1998-05-02,23.0,2020,869.0,141.0,153.0,16.0,308.0,0.4967532467532468,9.5,85.8,85.5,,39.500337629514114,28.38589981447124,1.0,95.0,43.93523374982199,Poor,4.434896120307876,11.8,1.0,0.0
Gary Brightwell,Arizona,2021,196,6,1998-02-28,22.0,2020,400.0,87.0,58.0,13.0,188.0,0.3085106382978723,4.57,70.2,74.6,,39.0990823378889,18.510638297872337,1.05,45.7,32.88326457319977,Poor,-6.215817764689135,1.7647058823529411,0.0,0.0
Larry Rountree,Missouri,2021,198,6,,22.0,2020,989.0,211.0,100.0,15.0,363.0,0.2754820936639118,2.01,76.8,76.5,,38.699379953515,16.52892561983471,1.05,20.1,28.149813943699648,Poor,-10.54956600981535,0.9176470588235296,0.0,0.0
Chris Evans,Michigan,2021,202,6,1997-10-05,23.0,2020,73.0,16.0,87.0,9.0,213.0,0.4084507042253521,9.84,65.9,64.9,,37.904547996459925,23.34004024144869,1.0,98.4,41.881288082737,Poor,3.976740086277076,3.0823529411764707,0.0,0.0
Demetric Felton,UCLA,2021,211,6,1998-07-16,23.0,2020,668.0,132.0,159.0,22.0,200.0,0.795,6.65,79.2,80.3,,36.13772172752879,45.42857142857143,1.0,66.5,43.9438608637644,Poor,7.806139136235608,2.9705882352941178,0.0,0.0
Khalil Herbert,Virginia Tech,2021,217,6,1998-04-21,23.0,2020,1172.0,155.0,179.0,10.0,253.0,0.7075098814229249,6.14,89.5,91.3,,34.97572633033664,40.42913608130999,1.0,61.4,40.848060793626814,Poor,5.872334463290173,6.929411764705883,0.0,0.0
Jake Funk,Maryland,2021,233,7,1998-01-11,23.0,2020,515.0,61.0,68.0,10.0,157.0,0.4331210191082802,9.76,82.6,84.9,,31.93525043772044,24.749772520473154,1.0,97.6,39.27004560102582,Poor,7.33479516330538,0.188235294117647,0.0,0.0
Gerrid Doaks,Cincinnati,2021,244,7,1998-06-09,23.0,2020,673.0,144.0,202.0,14.0,295.0,0.6847457627118644,8.3,73.8,74.1,,29.89082996993009,39.12832929782081,1.0,83.0,41.09033023920233,Poor,11.199500269272235,0.0,0.0,0.0
Kylin Hill,Mississippi St.,2021,256,7,1998-08-18,23.0,2020,58.0,15.0,237.0,23.0,557.0,0.4254937163375224,7.279999999999999,69.6,68.7,,27.70010003873648,24.31392664785842,1.0,72.8,33.27992434611869,Poor,5.579824307382211,0.2294117647058823,0.0,0.0
Jermar Jefferson,Oregon St.,2021,257,7,2000-04-15,21.0,2020,858.0,133.0,67.0,9.0,233.0,0.2875536480686695,2.22,79.3,79.4,,27.519320249783064,18.074800735744937,1.1,22.200000000000003,23.415840382402266,Poor,-4.103479867380802,1.5117647058823531,0.0,0.0
Clyde Edwards-Helaire,LSU,2020,32,1,1999-04-11,21.0,2019,1419.0,214.0,453.0,55.0,567.0,0.798941798941799,5.41,84.1,91.3,,81.82194951930317,50.21919879062735,1.1,54.1,66.60269433637116,Below Average,-15.219255182932017,11.43529411764706,1.0,0.0
D'Andre Swift,Georgia,2020,35,2,1999-01-14,21.0,2019,1220.0,197.0,216.0,24.0,415.0,0.5204819277108433,7.55,80.4,80.3,,80.64628526255893,32.71600688468158,1.1,75.5,63.09874504091802,Below Average,-17.547540221640915,12.617647058823527,1.0,0.0
Jonathan Taylor,Wisconsin,2020,41,2,1999-01-19,21.0,2019,2002.0,320.0,252.0,26.0,351.0,0.717948717948718,9.53,91.1,90.2,,78.40408953083528,45.12820512820512,1.1,95.3,69.29191656028944,Below Average,-9.112172970545842,21.947058823529414,1.0,1.0
Cam Akers,Florida St.,2020,52,2,1999-06-22,21.0,2019,1142.0,231.0,225.0,30.0,432.0,0.5208333333333334,8.79,79.2,82.8,,74.59433316596373,32.738095238095234,1.1,87.89999999999999,61.94049991631519,Below Average,-12.653833249648542,8.588235294117647,0.0,0.0
J.K. Dobbins,Ohio St.,2020,55,2,1998-12-17,21.0,2019,2003.0,301.0,247.0,23.0,406.0,0.6083743842364532,6.65,83.8,83.8,,73.61036829159038,38.24067558057705,1.1,66.5,60.164420598997154,Below Average,-13.445947692593222,11.43529411764706,1.0,0.0
AJ Dillon,Boston Col.,2020,62,2,1998-05-02,22.0,2019,1699.0,317.0,195.0,13.0,305.0,0.639344262295082,6.65,91.3,90.1,,71.3905481598709,38.36065573770492,1.05,66.5,59.09650358813217,Poor,-12.29404457173873,6.91764705882353,0.0,0.0
Antonio Gibson,Memphis,2020,66,3,1998-06-23,22.0,2019,369.0,33.0,735.0,38.0,441.0,1.6666666666666667,6.65,81.3,86.7,,70.1649400864357,99.9,1.05,66.5,80.02247004321785,Good,9.857529956782145,13.476470588235296,1.0,0.0
Ke'Shawn Vaughn,Illinois,2020,76,3,1997-05-04,23.0,2019,1028.0,199.0,,,,,5.17,77.7,81.7,,67.21839332711826,30.0,,51.7,51.864196663559134,Poor,-15.35419666355913,2.988235294117647,0.0,0.0
Zack Moss,Utah,2020,86,3,1997-12-15,22.0,2019,1412.0,234.0,388.0,28.0,321.0,1.2087227414330215,2.8,91.3,91.5,,64.41603636571921,72.52336448598129,1.05,28.0,61.79119575295306,Below Average,-2.6248406127661497,9.976470588235294,0.0,0.0
Darrynton Evans,Appalachian St.,2020,93,3,1998-07-09,22.0,2019,1484.0,256.0,,,,,9.11,78.8,78.2,,62.52775678229379,30.0,,91.1,55.428878391146895,Poor,-7.098878391146897,1.7647058823529411,0.0,0.0
Joshua Kelley,UCLA,2020,112,4,1997-11-20,22.0,2019,1060.0,229.0,71.0,11.0,426.0,0.1666666666666666,7.590000000000001,78.1,78.6,,57.65686444404836,9.999999999999998,1.05,75.9,43.713432222024174,Poor,-13.943432222024184,4.776470588235294,0.0,0.0
La'Mical Perine,Florida,2020,120,4,1998-01-30,22.0,2019,676.0,132.0,262.0,40.0,467.0,0.5610278372591007,5.25,75.4,76.3,,55.70142651358927,33.66167023554603,1.05,52.5,47.50729783923575,Poor,-8.194128674353522,3.088235294117647,0.0,0.0
Anthony McFarland Jr.,Maryland,2020,124,4,,22.0,2019,614.0,114.0,126.0,17.0,342.0,0.3684210526315789,6.65,70.3,75.0,,54.7423430815597,22.105263157894733,1.05,66.5,45.08301364604301,Poor,-9.659329435516696,0.0,0.0,0.0
DeeJay Dallas,Miami (FL),2020,144,4,1998-09-16,21.0,2019,687.0,115.0,140.0,14.0,437.0,0.3203661327231121,6.65,78.3,83.0,,50.1127276424061,20.137299771167047,1.1,66.5,42.07941874111152,Poor,-8.033308901294582,3.5352941176470587,0.0,0.0
Jason Huntley,New Mexico St.,2020,172,5,1998-04-20,22.0,2019,,,192.0,40.0,446.0,0.4304932735426009,8.08,,,,44.02338900352743,25.82959641255605,1.05,80.8,43.17205324615833,Poor,-0.8513357573690996,0.3,0.0,0.0
Eno Benjamin,Arizona St.,2020,222,7,1999-04-13,21.0,2019,1067.0,253.0,347.0,42.0,383.0,0.9060052219321147,5.76,75.7,80.4,,34.016695121333115,56.94889966430436,1.1,57.6,45.58046244317308,Poor,11.563767321839968,5.270588235294119,0.0,0.0
Raymond Calais,Louisiana,2020,245,7,1998-04-02,22.0,2019,878.0,113.0,67.0,10.0,412.0,0.1626213592233009,7.6,80.9,86.1,,29.70672855690705,9.757281553398055,1.05,76.0,29.668412822142848,Poor,-0.038315734764204,0.0,0.0,0.0
Malcolm Perry,Navy,2020,246,7,1997-04-19,23.0,2019,2093.0,287.0,167.0,9.0,129.0,1.2945736434108528,6.65,89.4,86.7,,29.522912468546167,73.97563676633443,1.0,66.5,50.627929102490135,Poor,21.10501663394397,1.4529411764705882,0.0,0.0
Josh Jacobs,Alabama,2019,24,1,1998-02-11,21.0,2018,645.0,121.0,247.0,20.0,438.0,0.5639269406392694,5.65,84.0,85.2,,85.18360526375135,35.44683626875408,1.1,56.5,63.4731953259396,Below Average,-21.710409937811747,19.31176470588236,1.0,1.0
Miles Sanders,Penn St.,2019,53,2,1997-05-01,22.0,2018,1276.0,220.0,139.0,24.0,379.0,0.366754617414248,9.48,78.6,83.1,,74.26400482294514,22.005277044854875,1.05,94.8,59.05384937717177,Poor,-15.210155445773369,14.4,1.0,1.0
Darrell Henderson,Memphis,2019,70,3,1997-08-19,22.0,2018,1909.0,214.0,295.0,19.0,413.0,0.7142857142857143,7.68,88.1,85.4,,68.96725571920754,42.85714285714285,1.05,76.8,61.00362785960377,Below Average,-7.963627859603775,10.08235294117647,0.0,0.0
David Montgomery,Iowa St.,2019,73,3,1997-06-07,22.0,2018,1216.0,256.0,157.0,22.0,363.0,0.4325068870523416,5.15,91.1,91.3,,68.08599462283559,25.95041322314049,1.05,51.5,50.85064193951697,Poor,-17.235352683318617,15.758823529411767,1.0,1.0
Devin Singletary,Florida Atlantic,2019,74,3,1997-09-03,22.0,2018,1335.0,264.0,36.0,6.0,364.0,0.0989010989010989,1.65,88.2,91.1,,67.79531439030325,5.934065934065933,1.05,16.5,38.44958027207471,Poor,-29.345734118228545,13.958823529411765,1.0,1.0
Damien Harris,Alabama,2019,87,3,1997-02-11,22.0,2018,871.0,149.0,204.0,22.0,438.0,0.4657534246575342,6.36,82.7,84.4,,64.14280026523261,27.94520547945205,1.05,63.6,51.39222205042452,Poor,-12.750578214808089,12.63529411764706,1.0,0.0
Alexander Mattison,Boise St.,2019,102,3,1998-06-19,21.0,2018,1415.0,302.0,173.0,27.0,460.0,0.3760869565217391,6.81,81.4,83.8,,60.177557959621616,23.639751552795023,1.1,68.1,48.57769202328907,Poor,-11.599865936332549,8.08235294117647,0.0,0.0
Bryce Love,Stanford,2019,112,4,1997-07-08,22.0,2018,734.0,165.0,99.0,20.0,423.0,0.2340425531914893,6.65,74.6,73.3,,57.65686444404836,14.04255319148936,1.05,66.5,43.718325839045455,Poor,-13.938538605002904,0.0,0.0,0.0
Justice Hill,Oklahoma St.,2019,113,4,1997-11-14,21.0,2018,929.0,158.0,68.0,13.0,491.0,0.1384928716904277,9.33,81.6,86.2,,57.409597693011136,8.705266220541167,1.1,93.3,45.746642023694974,Poor,-11.662955669316162,8.664705882352942,0.0,0.0
Benny Snell Jr.,Kentucky,2019,122,4,,21.0,2018,1451.0,288.0,105.0,17.0,295.0,0.3559322033898305,6.65,80.4,79.0,,55.220391068257086,22.3728813559322,1.1,66.5,45.415704008704814,Poor,-9.804687059552272,0.0,0.0,0.0
Tony Pollard,Memphis,2019,128,4,1997-04-30,22.0,2018,559.0,79.0,444.0,38.0,413.0,1.0750605326876512,7.17,78.5,82.2,,53.79494679154125,64.50363196125906,1.05,71.7,60.2287445822113,Below Average,6.433797790670049,15.647058823529411,1.0,1.0
Ryquell Armstead,Temple,2019,140,5,1996-10-30,22.0,2018,1101.0,210.0,52.0,8.0,443.0,0.1173814898419864,7.709999999999999,78.9,78.8,,51.018045072501344,7.0428893905191865,1.05,77.1,39.53903382293239,Poor,-11.479011249568956,3.011764705882353,0.0,0.0
Qadree Ollison,Pittsburgh,2019,152,5,1996-09-08,22.0,2018,1213.0,194.0,66.0,11.0,315.0,0.2095238095238095,4.43,82.4,84.9,,48.33026186661135,12.57142857142857,1.05,44.3,35.21013093330567,Poor,-13.120130933305674,1.8058823529411765,0.0,0.0
Jordan Scarlett,Florida,2019,154,5,1995-07-08,23.0,2018,771.0,131.0,84.0,10.0,364.0,0.2307692307692307,4.71,77.7,86.8,,47.89026274987726,13.186813186813186,1.0,47.1,35.625515990323244,Poor,-12.264746759554017,0.0529411764705882,0.0,0.0
Trayveon Williams,Texas A&M,2019,182,6,1997-10-18,21.0,2018,1756.0,270.0,277.0,27.0,439.0,0.6309794988610479,4.6,82.5,85.6,,41.94175972374306,39.661568499837294,1.1,46.0,41.75242883681458,Poor,-0.1893308869284808,1.2764705882352942,0.0,0.0
Ty Johnson,Maryland,2019,186,6,1997-09-17,21.0,2018,505.0,66.0,22.0,6.0,241.0,0.0912863070539419,9.74,70.6,75.9,,41.12133897642805,5.737996443390633,1.1,97.4,37.178968243400746,Poor,-3.9423707330273032,6.882352941176471,0.0,0.0
Dexter Williams,Notre Dame,2019,194,6,1997-01-06,22.0,2018,995.0,158.0,133.0,16.0,418.0,0.3181818181818182,8.13,77.4,79.8,,39.500337629514114,19.09090909090909,1.05,81.30000000000001,38.62698699657524,Poor,-0.8733506329388732,0.0647058823529411,0.0,0.0
Travis Homer,Miami (FL),2019,204,6,1998-08-07,21.0,2018,983.0,164.0,186.0,19.0,355.0,0.523943661971831,8.34,68.0,67.0,,37.50937673477087,32.93360160965794,1.1,83.4,42.79144893076571,Poor,5.282072195994843,3.282352941176471,0.0,0.0
Rodney Anderson,Oklahoma,2019,211,6,1996-09-12,22.0,2018,119.0,11.0,281.0,17.0,433.0,0.648960739030023,6.65,79.1,80.6,,36.13772172752879,38.937644341801374,1.05,66.5,41.67203638339488,Poor,5.534314655866083,0.0,0.0,0.0
Darwin Thompson,Utah St.,2019,214,6,1997-02-12,22.0,2018,1044.0,151.0,,,,,7.99,86.9,88.7,,35.55517645503487,30.0,,79.9,40.26258822751743,Poor,4.7074117724825655,1.9529411764705884,0.0,0.0
Mike Weber,Ohio St.,2019,218,7,1997-08-27,22.0,2018,954.0,172.0,112.0,21.0,559.0,0.2003577817531306,7.01,71.1,75.9,,34.78325386350022,12.021466905187834,1.05,70.1,32.114140348565854,Poor,-2.6691135149343665,0.0,0.0,0.0
Cullen Gillaspia,Texas A&M,2019,220,7,1995-05-12,24.0,2018,33.0,5.0,52.0,5.0,439.0,0.1184510250569476,6.65,71.3,71.8,,34.399312454218645,6.430198503091441,0.95,66.5,29.425225703191323,Poor,-4.974086751027322,0.0,0.0,0.0
Kerrith Whyte Jr,Florida Atlantic,2019,222,7,,22.0,2018,852.0,133.0,160.0,10.0,364.0,0.4395604395604395,6.65,84.7,82.0,,34.016695121333115,26.37362637362637,1.05,66.5,36.214116791435785,Poor,2.1974216701026705,0.0,0.0,0.0
Chandler Cox,Auburn,2019,233,7,,23.0,2018,3.0,3.0,81.0,10.0,382.0,0.2120418848167539,6.65,69.7,64.5,,31.93525043772044,12.116679132385938,1.0,66.5,30.1834629151953,Poor,-1.7517875225251416,0.0,0.0,0.0
Myles Gaskin,Washington,2019,234,7,1997-02-15,22.0,2018,1270.0,260.0,77.0,21.0,405.0,0.1901234567901234,5.93,76.4,77.9,,31.7479002688044,11.407407407407408,1.05,59.3,28.7615427269948,Poor,-2.986357541809607,10.211764705882352,0.0,0.0
Saquon Barkley,Penn St.,2018,2,1,1997-02-09,21.0,2017,1272.0,218.0,632.0,54.0,458.0,1.3799126637554586,9.97,84.4,84.3,,98.71149956490876,86.73736743605738,1.1,99.7,94.66882838507446,Elite,-4.042671179834301,26.80588235294117,1.0,1.0
Rashaad Penny,San Diego St.,2018,27,1,1996-02-02,22.0,2017,2254.0,290.0,135.0,19.0,252.0,0.5357142857142857,7.26,88.4,88.2,,83.87932650686992,32.14285714285713,1.05,72.6,64.07966325343494,Below Average,-19.79966325343497,7.158823529411765,0.0,0.0
Sony Michel,Georgia,2018,31,1,1995-02-17,23.0,2017,1259.0,157.0,96.0,9.0,305.0,0.3147540983606557,8.95,85.2,85.6,,82.22305120306456,17.985948477751755,1.0,89.5,60.83160756874539,Below Average,-21.391443634319167,12.388235294117647,1.0,0.0
Nick Chubb,Georgia,2018,35,2,1995-12-27,22.0,2017,1344.0,223.0,30.0,4.0,305.0,0.0983606557377049,9.15,92.0,90.3,,80.64628526255893,5.901639344262294,1.05,91.5,56.11371640177127,Poor,-24.532568860787663,16.552941176470586,1.0,1.0
Ronald Jones II,USC,2018,38,2,,21.0,2017,1550.0,261.0,187.0,14.0,491.0,0.3808553971486761,6.65,93.1,93.8,,79.50835134744189,23.939482106488214,1.1,66.5,58.10799441099182,Poor,-21.400356936450063,0.0,0.0,0.0
Kerryon Johnson,Auburn,2018,43,2,1997-06-30,21.0,2017,1394.0,285.0,194.0,24.0,382.0,0.5078534031413613,7.090000000000001,86.2,83.5,,77.68493914356304,31.922213911742706,1.1,70.9,60.65024444089146,Below Average,-17.03469470267158,8.200000000000001,0.0,0.0
Derrius Guice,LSU,2018,59,2,1997-06-21,21.0,2017,1255.0,237.0,124.0,18.0,300.0,0.4133333333333333,7.37,88.1,85.8,,72.3295803529313,25.980952380952377,1.1,73.7,56.31312350979898,Poor,-16.016456843132318,3.3764705882352946,0.0,0.0
Royce Freeman,Oregon,2018,71,3,1996-02-24,22.0,2017,1472.0,243.0,164.0,14.0,311.0,0.5273311897106109,8.26,82.4,82.1,,68.67193564014815,31.63987138263665,1.05,82.6,57.7999228039969,Poor,-10.87201283615125,8.364705882352942,0.0,0.0
Nyheim Hines,North Carolina St.,2018,104,4,1996-11-12,21.0,2017,,,152.0,26.0,484.0,0.3140495867768595,5.68,,,,59.66616074360643,19.74025974025973,1.1,56.8,45.26217128089412,Poor,-14.40398946271231,9.605882352941178,0.0,0.0
Mark Walton,Miami (FL),2018,112,4,1997-03-29,21.0,2017,427.0,56.0,91.0,7.0,425.0,0.2141176470588235,4.55,81.4,85.1,,57.65686444404836,13.458823529411765,1.1,45.5,40.3640204573183,Poor,-17.292843986730063,0.0,0.0,0.0
Ito Smith,Southern Miss,2018,126,4,1995-09-11,22.0,2017,1414.0,248.0,,,,,6.26,79.5,82.2,,54.26721625603232,30.0,,62.6,47.02360812801616,Poor,-7.243608128016156,5.747058823529412,0.0,0.0
Kalen Ballage,Arizona St.,2018,131,4,1995-12-22,22.0,2017,669.0,157.0,91.0,20.0,416.0,0.21875,9.12,65.3,67.8,,53.091766375709646,13.124999999999998,1.05,91.2,44.81963318785482,Poor,-8.272133187854827,5.523529411764706,0.0,0.0
Chase Edmonds,Fordham,2018,134,4,1996-04-13,22.0,2017,,,21.0,2.0,,,7.889999999999999,,,,52.39467932215801,30.0,,78.89999999999999,48.53233966107901,Poor,-3.862339661079005,9.882352941176473,0.0,0.0
Jordan Wilkins,Mississippi,2018,169,5,1994-07-18,24.0,2017,1010.0,155.0,241.0,26.0,434.0,0.5552995391705069,7.74,84.3,83.2,,44.65677995993028,30.144832126398946,0.95,77.4,44.48908122420477,Poor,-0.1676987357255157,3.605882352941177,0.0,0.0
John Kelly,Tennessee,2018,176,6,1996-10-04,21.0,2017,778.0,189.0,299.0,37.0,319.0,0.9373040752351096,4.43,75.1,75.9,,43.185359664653696,58.916256157635466,1.1,44.3,48.85836948749926,Poor,5.6730098228455645,0.7117647058823531,0.0,0.0
Boston Scott,Louisiana Tech,2018,201,6,1995-04-27,23.0,2017,1038.0,179.0,181.0,20.0,420.0,0.430952380952381,8.85,88.0,90.2,,38.10269095611306,24.62585034013605,1.0,88.5,40.945393097104144,Poor,2.8427021409910864,6.417647058823529,0.0,0.0
Trenton Cannon,Virginia St.,2018,204,6,1994-07-23,24.0,2017,,,,,,,9.07,,,,37.50937673477087,30.0,,90.7,42.85968836738543,Poor,5.350311632614563,2.864705882352941,0.0,0.0
David Williams,Arkansas,2018,226,7,,24.0,2017,624.0,117.0,171.0,10.0,340.0,0.5029411764705882,4.76,76.5,77.4,,33.25536729822588,27.302521008403364,0.95,47.6,33.323566002054115,Poor,0.0681987038282372,0.0,0.0,0.0
Bo Scarbrough,Alabama,2018,236,7,1996-09-29,23.0,2017,596.0,124.0,109.0,17.0,332.0,0.3283132530120481,9.25,74.1,75.1,,31.374110141410995,18.76075731497417,1.0,92.5,36.12832013094646,Poor,4.754209989535468,2.541176470588236,0.0,0.0
