player_name,position,draft_year,pick,round,college,seasons_played,best_rank,best_ppr,hit24,hit12,RAS,breakout_age,peak_dominator,birthdate,declare_status,early_declare,draft_age,declare_source,rush_attempts,rush_yards,rush_touchdowns,rush_games,rush_source,rush_tds
Auden Tate,WR,2018,253,7,Florida St.,6.0,68.0,101.5,0.0,0.0,1.82,20.0,34.55040973661123,1997-02-03,EARLY,1,21.0,existing,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Austin Proehl,WR,2018,255,7,North Carolina,6.0,999.0,0.0,0.0,0.0,3.62,22.0,8.72920517560074,1995-10-11,STANDARD,0,22.0,existing,0.0,0.0,,6.0,cfbd_confirmed_zero,0.0
Trey Quinn,WR,2018,256,7,SMU,6.0,106.0,51.8,0.0,0.0,7.01,21.0,34.73674376891746,1995-12-07,STANDARD,0,22.0,existing,1.0,0.0,,13.0,cfbd,0.0
Marquise Brown,WR,2019,25,1,Oklahoma,5.0,22.0,226.3,1.0,0.0,2.618098585275614,19.0,26.19788265660269,1997-06-04,EARLY,1,21.0,existing,2.0,0.0,,14.0,cfbd,0.0
N'Keal Harry,WR,2019,32,1,Arizona St.,5.0,141.0,30.4,0.0,0.0,8.44,21.0,40.47158903204493,1997-12-17,EARLY,1,21.0,existing,7.0,10.0,,12.0,cfbd,1.0
Deebo Samuel,WR,2019,36,2,South Carolina,5.0,3.0,339.0,1.0,1.0,7.91,19.0,29.59256329113924,1996-01-15,LATE,0,23.0,existing,8.0,26.0,,12.0,cfbd,0.0
A.J. Brown,WR,2019,51,2,Mississippi,5.0,5.0,299.6,1.0,1.0,8.59,19.0,29.77500108276668,1997-06-30,EARLY,1,21.0,existing,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Mecole Hardman,WR,2019,56,2,Georgia,5.0,48.0,140.9,0.0,0.0,8.3,22.0,18.69854102778552,1998-03-12,EARLY,1,21.0,existing,5.0,36.0,,14.0,cfbd,0.0
JJ Arcega-Whiteside,WR,2019,57,2,Stanford,5.0,134.0,32.9,0.0,0.0,6.14,21.0,38.78169335495586,1996-12-31,STANDARD,0,22.0,existing,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Parris Campbell,WR,2019,59,2,Ohio St.,5.0,48.0,149.1,0.0,0.0,9.76,19.0,20.7713717693837,1997-07-16,STANDARD,0,21.0,cfbd_roster_confirmed,10.0,102.0,,14.0,cfbd,1.0
Andy Isabella,WR,2019,62,2,Massachusetts,5.0,112.0,54.8,0.0,0.0,7.26,21.0,47.80170270942083,1996-11-18,STANDARD,0,22.0,existing,11.0,79.0,,12.0,cfbd,1.0
D.K. Metcalf,WR,2019,64,2,Mississippi,5.0,7.0,273.3,1.0,1.0,9.66,22.0,18.140673047771667,1997-12-14,EARLY,1,21.0,existing,0.0,0.0,,7.0,cfbd_confirmed_zero,0.0
Diontae Johnson,WR,2019,66,3,Toledo,5.0,8.0,274.4,1.0,1.0,4.18,19.0,25.28132348001344,1996-07-05,STANDARD,0,22.0,existing,2.0,17.0,,13.0,cfbd,0.0
Jalen Hurd,WR,2019,67,3,Baylor,5.0,999.0,0.0,0.0,0.0,8.21,19.0,21.56124919109364,1996-01-23,LATE,0,23.0,existing,48.0,209.0,,12.0,cfbd,3.0
Terry McLaurin,WR,2019,76,3,Ohio St.,5.0,7.0,267.8,1.0,1.0,9.56,22.0,17.968190854870773,1995-09-15,LATE,0,23.0,existing,0.0,0.0,,14.0,cfbd_confirmed_zero,0.0
Miles Boykin,WR,2019,93,3,Notre Dame,5.0,99.0,69.6,0.0,0.0,9.94,22.0,30.453017948784744,1996-10-12,STANDARD,0,22.0,existing,0.0,0.0,,13.0,cfbd_confirmed_zero,0.0
Hakeem Butler,WR,2019,103,4,Iowa St.,5.0,215.0,0.0,0.0,0.0,9.47,22.0,43.58800000000001,1997-02-04,STANDARD,0,22.0,existing,0.0,0.0,,13.0,cfbd_confirmed_zero,0.0
Gary Jennings Jr,WR,2019,120,4,West Virginia,5.0,999.0,0.0,0.0,0.0,9.04,19.0,27.870701054114512,1997-03-07,STANDARD,0,22.0,existing,0.0,0.0,,11.0,cfbd_confirmed_zero,0.0
Riley Ridley,WR,2019,126,4,Georgia,5.0,159.0,12.9,0.0,0.0,4.53,19.0,22.24003345413995,1996-07-21,STANDARD,0,22.0,existing,0.0,0.0,,14.0,cfbd_confirmed_zero,0.0
Hunter Renfrow,WR,2019,149,5,Clemson,5.0,10.0,259.1,1.0,1.0,2.91,19.0,7.850753979786237,1995-12-21,LATE,0,23.0,existing,0.0,0.0,,15.0,cfbd_confirmed_zero,0.0
Darius Slayton,WR,2019,171,5,Auburn,5.0,37.0,170.0,0.0,0.0,8.91,22.0,23.346018735363,1997-01-12,STANDARD,0,22.0,existing,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
KeeSean Johnson,WR,2019,174,6,Fresno St.,5.0,116.0,46.0,0.0,0.0,3.18,19.0,33.114173468764626,1996-10-09,STANDARD,0,22.0,existing,4.0,14.0,,14.0,cfbd,0.0
Travis Fulgham,WR,2019,184,6,Old Dominion,5.0,66.0,115.9,0.0,0.0,8.01,19.0,36.58390308264363,1995-09-13,LATE,0,23.0,existing,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Juwann Winfree,WR,2019,187,6,Colorado,5.0,174.0,11.8,0.0,0.0,7.14,22.0,10.745391397274911,1996-09-04,STANDARD,0,22.0,existing,0.0,0.0,,8.0,cfbd_confirmed_zero,0.0
Marcus Green,WR,2019,203,6,La-Monroe,5.0,999.0,0.0,0.0,0.0,7.22,19.0,22.093,1996-08-13,STANDARD,0,22.0,existing,19.0,189.0,,12.0,pff,1.0
Kelvin Harmon,WR,2019,206,6,North Carolina St.,5.0,92.0,66.9,0.0,0.0,4.88,21.0,28.894269572235675,1996-12-15,STANDARD,0,22.0,existing,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Scott Miller,WR,2019,208,6,Bowling Green,5.0,73.0,102.5,0.0,0.0,7.76,19.0,35.155025470219435,1997-07-31,STANDARD,0,21.0,cfbd_roster_confirmed,4.0,16.0,,11.0,cfbd,0.0
John Ursua,WR,2019,236,7,Hawaii,5.0,206.0,2.1,0.0,0.0,6.44,22.0,34.06275429354576,1994-01-17,LATE,0,25.0,existing,2.0,4.0,,13.0,cfbd,1.0
Terry Godwin,WR,2019,237,7,Georgia,5.0,193.0,6.5,0.0,0.0,5.26,19.0,10.304339745376824,1996-10-23,STANDARD,0,22.0,existing,0.0,0.0,,13.0,cfbd_confirmed_zero,0.0
Dillon Mitchell,WR,2019,239,7,Oregon,5.0,999.0,0.0,0.0,0.0,7.96,19.0,35.49045452612781,1997-05-16,EARLY,1,21.0,existing,1.0,5.0,,13.0,cfbd,0.0
Olabisi Johnson,WR,2019,247,7,Colorado St.,5.0,86.0,79.0,0.0,0.0,8.16,19.0,18.50752508361204,1996-12-27,STANDARD,0,22.0,existing,0.0,0.0,,11.0,cfbd_confirmed_zero,0.0
Henry Ruggs III,WR,2020,12,1,Alabama,4.0,86.0,84.5,0.0,0.0,9.54,,18.2,1999-01-24,EARLY,1,21.0,existing,2.0,75.0,,12.0,cfbd,1.0
Jerry Jeudy,WR,2020,15,1,Alabama,4.0,12.0,240.9,1.0,1.0,6.76,19.0,27.0,1999-04-24,EARLY,1,21.0,existing,1.0,1.0,,13.0,cfbd,0.0
CeeDee Lamb,WR,2020,17,1,Oklahoma,4.0,1.0,405.2,1.0,1.0,7.44,19.0,38.1,1999-04-08,EARLY,1,21.0,existing,9.0,20.0,,13.0,cfbd,1.0
Jalen Reagor,WR,2020,21,1,TCU,4.0,90.0,87.2,0.0,0.0,6.03,18.0,44.2,1999-01-02,EARLY,1,21.0,existing,14.0,89.0,,12.0,cfbd,0.0
Justin Jefferson,WR,2020,22,1,LSU,4.0,1.0,368.7,1.0,1.0,9.69,19.0,32.4,1999-06-16,EARLY,1,20.0,existing,0.0,0.0,,15.0,cfbd_confirmed_zero,0.0
Brandon Aiyuk,WR,2020,25,1,Arizona St.,4.0,14.0,249.2,1.0,0.0,8.47,21.0,40.6,1998-03-17,STANDARD,0,22.0,existing,1.0,6.0,,12.0,cfbd,0.0
Tee Higgins,WR,2020,33,2,Clemson,4.0,17.0,222.1,1.0,0.0,4.12,19.0,29.741329479768787,1999-01-18,EARLY,1,21.0,existing,1.0,36.0,,15.0,cfbd,1.0
Michael Pittman Jr.,WR,2020,34,2,USC,4.0,13.0,252.2,1.0,0.0,8.27,20.0,30.31909671084929,1997-10-05,STANDARD,0,22.0,existing,0.0,0.0,,13.0,cfbd_confirmed_zero,0.0
Laviska Shenault Jr.,WR,2020,42,2,Colorado,4.0,46.0,157.1,0.0,0.0,6.97,19.0,32.7,1998-10-05,EARLY,1,21.0,existing,23.0,161.0,,11.0,cfbd,2.0
KJ Hamler,WR,2020,46,2,Penn St.,4.0,86.0,90.1,0.0,0.0,8.172682926829268,19.0,31.710809871393813,1999-07-08,EARLY,1,20.0,existing,13.0,43.0,,13.0,cfbd,0.0
Chase Claypool,WR,2020,49,2,Notre Dame,4.0,23.0,214.9,1.0,0.0,9.98,21.0,33.38513925762248,1998-07-07,EARLY,1,21.0,existing,0.0,0.0,,13.0,cfbd_confirmed_zero,0.0
Van Jefferson,WR,2020,57,2,Florida,4.0,36.0,168.2,0.0,0.0,8.172682926829268,,19.8,1996-07-26,LATE,0,23.0,existing,1.0,7.0,,13.0,cfbd,0.0
Denzel Mims,WR,2020,59,2,Baylor,4.0,105.0,60.7,0.0,0.0,9.77,19.0,39.28171380565668,1997-10-10,STANDARD,0,22.0,existing,0.0,0.0,,14.0,cfbd_confirmed_zero,0.0
Lynn Bowden Jr.,WR,2020,80,3,Kentucky,4.0,113.0,53.6,0.0,0.0,7.9935,20.0,37.0,1997-10-14,STANDARD,0,22.0,existing,185.0,1468.0,,13.0,cfbd,13.0
Bryan Edwards,WR,2020,81,3,South Carolina,4.0,66.0,109.1,0.0,0.0,7.9935,18.0,48.4,1998-11-13,EARLY,1,21.0,existing,2.0,22.0,,10.0,cfbd,0.0
Devin Duvernay,WR,2020,92,3,Texas,4.0,59.0,116.1,0.0,0.0,7.86,21.0,32.488450545067806,1997-09-12,STANDARD,0,22.0,existing,10.0,24.0,,13.0,cfbd,1.0
Gabriel Davis,WR,2020,128,4,Central Florida,4.0,35.0,171.6,0.0,0.0,6.85,19.0,34.3,1999-04-01,EARLY,1,21.0,existing,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Antonio Gandy-Golden,WR,2020,142,4,Liberty,4.0,199.0,3.5,0.0,0.0,6.13,20.0,40.3,1998-04-11,STANDARD,0,22.0,existing,0.0,0.0,0.0,13.0,cfbd_confirmed_zero,
Joe Reed,WR,2020,151,5,Virginia,4.0,184.0,8.9,0.0,0.0,9.35,20.0,26.2,1998-01-04,STANDARD,0,22.0,existing,8.0,42.0,,13.0,cfbd,0.0
Tyler Johnson,WR,2020,161,5,Minnesota,4.0,101.0,72.0,0.0,0.0,6.9192307692307695,19.0,61.3,1998-08-25,EARLY,1,21.0,existing,1.0,-1.0,,13.0,cfbd,0.0
Collin Johnson,WR,2020,165,5,Texas,4.0,107.0,59.2,0.0,0.0,6.9192307692307695,20.0,26.2,1997-09-23,STANDARD,0,22.0,existing,4.0,15.0,,7.0,cfbd,0.0
Quintez Cephus,WR,2020,166,5,Wisconsin,4.0,101.0,66.9,0.0,0.0,4.5,19.0,35.52224601475137,1998-04-01,STANDARD,0,22.0,existing,0.0,0.0,,14.0,cfbd_confirmed_zero,0.0
John Hightower,WR,2020,168,5,Boise St.,4.0,145.0,28.8,0.0,0.0,8.02,23.0,25.771675588111,1996-05-31,LATE,0,23.0,existing,15.0,139.0,,14.0,cfbd,0.0
Isaiah Coulter,WR,2020,171,5,Rhode Island,4.0,227.0,0.0,0.0,0.0,6.68,,14.2,1998-09-18,EARLY,1,21.0,existing,0.0,0.0,0.0,13.0,cfbd_confirmed_zero,
Darnell Mooney,WR,2020,173,5,Tulane,4.0,23.0,219.7,1.0,0.0,7.04,19.0,47.5,1997-10-29,STANDARD,0,22.0,existing,0.0,0.0,,13.0,cfbd_confirmed_zero,0.0
K.J. Osborn,WR,2020,176,5,Miami (FL),4.0,40.0,158.5,0.0,0.0,8.0,,17.7,1997-06-10,STANDARD,0,22.0,existing,5.0,15.0,,13.0,cfbd,0.0
Donovan Peoples-Jones,WR,2020,187,6,Michigan,4.0,39.0,167.1,0.0,0.0,9.63,19.0,27.2,1999-02-19,EARLY,1,21.0,existing,2.0,-7.0,,11.0,cfbd,0.0
Quez Watkins,WR,2020,200,6,Southern Miss,4.0,61.0,116.0,0.0,0.0,7.4,20.0,39.7,1998-06-09,EARLY,1,21.0,existing,0.0,0.0,,11.0,pff,0.0
James Proche,WR,2020,201,6,SMU,4.0,132.0,36.2,0.0,0.0,4.04,21.0,39.9,1996-09-20,LATE,0,23.0,existing,4.0,18.0,,13.0,cfbd,0.0
Isaiah Hodgins,WR,2020,207,6,Oregon St.,4.0,74.0,100.2,0.0,0.0,7.56,19.0,40.79440270064249,1998-10-21,EARLY,1,21.0,existing,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Dezmon Patmon,WR,2020,212,6,Washington St.,4.0,179.0,10.1,0.0,0.0,8.46,,14.708927628103542,1998-08-06,EARLY,1,21.0,existing,0.0,0.0,,13.0,cfbd_confirmed_zero,0.0
Freddie Swain,WR,2020,214,6,Florida,4.0,83.0,86.5,0.0,0.0,8.29,,18.6,1998-08-04,EARLY,1,21.0,existing,4.0,27.0,,12.0,cfbd,0.0
Jauan Jennings,WR,2020,217,7,Tennessee,4.0,24.0,210.5,1.0,0.0,2.7,22.0,37.88723894517391,1997-07-10,STANDARD,0,22.0,existing,13.0,51.0,,13.0,cfbd,1.0
K.J. Hill,WR,2020,220,7,Ohio St.,4.0,167.0,14.3,0.0,0.0,3.89,,19.0485884907709,1997-09-15,STANDARD,0,22.0,existing,1.0,1.0,,14.0,cfbd,0.0
Tyrie Cleveland,WR,2020,252,7,Florida,4.0,172.0,12.3,0.0,0.0,9.65,19.0,20.4,1997-09-20,STANDARD,0,22.0,existing,0.0,0.0,,13.0,cfbd_confirmed_zero,0.0
Ja'Marr Chase,WR,2021,5,1,LSU,3.0,1.0,403.0,1.0,1.0,9.82,19.0,31.167679010733025,2000-03-01,EARLY,1,21.0,existing,0.0,0.0,,14.0,cfbd_confirmed_zero,0.0
Jaylen Waddle,WR,2021,6,1,Alabama,3.0,8.0,259.2,1.0,1.0,3.0472378275147367,21.0,28.9,1998-11-25,STANDARD,0,22.0,existing,3.0,12.0,,5.0,cfbd,0.0
DeVonta Smith,WR,2021,10,1,Alabama,3.0,9.0,254.6,1.0,1.0,2.6858727574432057,20.0,47.31222385861562,1998-11-14,STANDARD,0,22.0,existing,4.0,6.0,,13.0,cfbd,1.0
Kadarius Toney,WR,2021,20,1,Florida,3.0,89.0,82.4,0.0,0.0,8.99,21.0,23.7,1999-01-27,STANDARD,0,22.0,existing,19.0,161.0,,11.0,cfbd,1.0
Rashod Bateman,WR,2021,27,1,Minnesota,3.0,40.0,174.6,0.0,0.0,8.04,18.0,43.7,1999-11-29,EARLY,1,21.0,existing,0.0,0.0,,5.0,cfbd_confirmed_zero,0.0
Elijah Moore,WR,2021,34,2,Mississippi,3.0,50.0,138.2,0.0,0.0,8.69,19.0,45.5,2000-03-27,EARLY,1,21.0,existing,14.0,64.0,,8.0,cfbd,0.0
Rondale Moore,WR,2021,49,2,Purdue,3.0,63.0,111.1,0.0,0.0,9.33,18.0,37.2,2000-06-09,EARLY,1,20.0,existing,6.0,32.0,,3.0,cfbd,1.0
D'Wayne Eskridge,WR,2021,56,2,Western Michigan,3.0,146.0,28.3,0.0,0.0,6.71,20.0,44.75743348982786,1997-03-19,LATE,0,24.0,existing,2.0,43.0,,6.0,cfbd,0.0
Tutu Atwell,WR,2021,57,2,Louisville,3.0,62.0,112.4,0.0,0.0,6.25,19.0,39.7,1999-10-07,EARLY,1,21.0,existing,2.0,-2.0,,9.0,cfbd,1.0
Terrace Marshall Jr.,WR,2021,59,2,LSU,3.0,88.0,83.0,0.0,0.0,9.76,20.0,46.4,2000-06-09,EARLY,1,20.0,existing,0.0,0.0,,7.0,cfbd_confirmed_zero,0.0
Josh Palmer,WR,2021,77,3,Tennessee,3.0,36.0,169.3,0.0,0.0,7.59,20.0,25.88805918068253,1999-09-22,STANDARD,0,21.0,cfbd_roster_confirmed,0.0,0.0,,10.0,cfbd_confirmed_zero,0.0
Dyami Brown,WR,2021,82,3,North Carolina,3.0,97.0,67.4,0.0,0.0,8.38,19.0,30.4,1999-11-01,EARLY,1,21.0,existing,0.0,0.0,,11.0,cfbd_confirmed_zero,0.0
Amari Rodgers,WR,2021,85,3,Clemson,3.0,122.0,43.1,0.0,0.0,5.35,20.0,23.48544453186468,1999-09-23,STANDARD,0,21.0,cfbd_roster_confirmed,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Nico Collins,WR,2021,89,3,Michigan,3.0,8.0,260.4,1.0,1.0,9.57,19.0,25.177552897884087,1999-03-19,STANDARD,0,22.0,existing,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Anthony Schwartz,WR,2021,91,3,Auburn,3.0,137.0,33.4,0.0,0.0,6.89,19.0,28.6,2000-09-05,EARLY,1,20.0,existing,4.0,-6.0,,10.0,cfbd,0.0
Dez Fitzpatrick,WR,2021,109,4,Louisville,3.0,164.0,15.9,0.0,0.0,8.81,19.0,24.5,1997-12-17,LATE,0,23.0,existing,0.0,0.0,,11.0,cfbd_confirmed_zero,0.0
Amon-Ra St. Brown,WR,2021,112,4,USC,3.0,3.0,330.9,1.0,1.0,7.13,18.0,33.06213926071472,1999-10-24,EARLY,1,21.0,existing,0.0,0.0,,6.0,cfbd_confirmed_zero,0.0
Jaelon Darden,WR,2021,129,4,North Texas,3.0,175.0,11.4,0.0,0.0,7.14,20.0,61.1,1999-01-14,STANDARD,0,22.0,existing,1.0,-3.0,,9.0,cfbd,0.0
Tylan Wallace,WR,2021,131,4,Oklahoma St.,3.0,123.0,36.3,0.0,0.0,4.71,20.0,41.7,1999-05-13,STANDARD,0,21.0,cfbd_roster_confirmed,1.0,7.0,,9.0,cfbd,0.0
Jacob Harris,WR,2021,141,4,Central Florida,3.0,212.0,1.6,0.0,0.0,9.88,23.0,20.15407554671968,1997-04-16,LATE,0,24.0,existing,0.0,0.0,,10.0,cfbd_confirmed_zero,0.0
Ihmir Smith-Marsette,WR,2021,157,5,Iowa,3.0,138.0,32.5,0.0,0.0,6.81,20.0,37.8,1999-08-29,STANDARD,0,21.0,cfbd_roster_confirmed,7.0,54.0,,7.0,cfbd,1.0
Simi Fehoko,WR,2021,179,5,Stanford,3.0,148.0,16.6,0.0,0.0,9.18,21.0,38.346300281410365,1997-11-05,LATE,0,23.0,existing,1.0,-1.0,,6.0,cfbd,0.0
Cornell Powell,WR,2021,181,5,Clemson,3.0,999.0,0.0,0.0,0.0,7.57,22.0,21.83551626787615,1997-10-30,LATE,0,23.0,existing,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Frank Darby,WR,2021,187,6,Arizona St.,3.0,207.0,2.5,0.0,0.0,5.89,21.0,28.6,1997-09-08,LATE,0,23.0,existing,0.0,0.0,,3.0,cfbd_confirmed_zero,0.0
Marquez Stevenson,WR,2021,203,6,Houston,3.0,999.0,0.0,0.0,0.0,5.37,20.0,42.3,1998-03-26,LATE,0,23.0,existing,3.0,16.0,,5.0,cfbd,0.0
Shi Smith,WR,2021,204,6,South Carolina,3.0,103.0,61.6,0.0,0.0,6.78,21.0,46.2,1998-10-26,STANDARD,0,22.0,existing,6.0,6.0,,9.0,cfbd,0.0
Racey McMath,WR,2021,205,6,LSU,3.0,181.0,6.4,0.0,0.0,7.43,,8.7,1999-06-14,EARLY,1,21.0,existing,0.0,0.0,,6.0,cfbd_confirmed_zero,0.0
Jalen Camp,WR,2021,209,6,Georgia Tech,3.0,209.0,1.7,0.0,0.0,9.75,22.0,24.1,1998-07-10,STANDARD,0,22.0,existing,0.0,0.0,,10.0,cfbd_confirmed_zero,0.0
Seth Williams,WR,2021,219,6,Auburn,3.0,203.0,4.4,0.0,0.0,6.86,18.0,35.5,2000-04-10,EARLY,1,21.0,existing,38.0,199.0,,11.0,cfbd,3.0
Dazz Newsome,WR,2021,221,6,North Carolina,3.0,205.0,4.3,0.0,0.0,2.13,20.0,26.5,1999-05-15,STANDARD,0,21.0,cfbd_roster_confirmed,2.0,21.0,,12.0,cfbd,1.0
Mike Strachan,WR,2021,229,7,Charleston (WV),3.0,174.0,8.9,0.0,0.0,9.22,,14.2,1997-08-13,LATE,0,23.0,existing,0.0,0.0,0.0,13.0,no_final_season_data,0.0
Tre Nixon,WR,2021,242,7,Central Florida,3.0,999.0,0.0,0.0,0.0,8.97,,19.8,1998-01-26,LATE,0,23.0,existing,0.0,0.0,,4.0,cfbd_confirmed_zero,0.0
Ben Skowronek,WR,2021,249,7,Notre Dame,3.0,86.0,84.3,0.0,0.0,6.398571428571429,23.0,29.3,1997-06-27,LATE,0,23.0,existing,2.0,17.0,,10.0,cfbd,1.0
Kawaan Baker,WR,2021,255,7,South Alabama,3.0,999.0,0.0,0.0,0.0,9.08,20.0,37.7,1998-08-24,STANDARD,0,22.0,existing,13.0,42.0,,10.0,cfbd,0.0
Dax Milne,WR,2021,258,7,BYU,3.0,156.0,15.7,0.0,0.0,4.56,21.0,29.5,1999-06-23,EARLY,1,21.0,existing,11.0,67.0,0.0,13.0,cfbd,
Drake London,WR,2022,8,1,USC,2.0,5.0,280.8,1.0,1.0,3.5756106514109662,19.0,47.7,2001-07-24,EARLY,1,20.0,existing,1.0,2.0,,8.0,cfbd,0.0
Garrett Wilson,WR,2022,10,1,Ohio St.,2.0,10.0,251.9,1.0,1.0,7.77,20.0,30.9,2000-07-22,EARLY,1,21.0,existing,4.0,76.0,,11.0,cfbd,1.0
Chris Olave,WR,2022,11,1,Ohio St.,2.0,6.0,270.0,1.0,1.0,8.64,19.0,33.3,2000-06-27,STANDARD,0,21.0,cfbd_roster_confirmed,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
Jameson Williams,WR,2022,12,1,Alabama,2.0,12.0,219.1,1.0,1.0,2.7811700881411583,20.0,31.118790656416323,2001-03-26,EARLY,1,21.0,existing,3.0,23.0,,15.0,cfbd,0.0
Jahan Dotson,WR,2022,16,1,Penn St.,2.0,51.0,130.6,0.0,0.0,6.33,20.0,44.3,2000-03-22,STANDARD,0,22.0,existing,6.0,18.0,,12.0,cfbd,1.0
Treylon Burks,WR,2022,18,1,Arkansas,2.0,81.0,88.1,0.0,0.0,5.79,20.0,48.5,2000-03-23,STANDARD,0,22.0,existing,14.0,112.0,,12.0,cfbd,1.0
Christian Watson,WR,2022,34,2,North Dakota St.,2.0,41.0,164.1,0.0,0.0,9.96,19.0,80.0,1999-05-12,STANDARD,0,22.0,existing,15.0,114.0,1.0,13.0,web_research,
Wan'Dale Robinson,WR,2022,43,2,Kentucky,2.0,13.0,217.9,1.0,0.0,7.36,20.0,37.324553926582574,2001-01-05,EARLY,1,21.0,existing,7.0,111.0,,13.0,cfbd,0.0
John Metchie,WR,2022,44,2,Alabama,2.0,87.0,71.9,0.0,0.0,8.172682926829268,21.0,22.6,2000-07-18,EARLY,1,21.0,existing,1.0,8.0,,13.0,cfbd,0.0
Tyquan Thornton,WR,2022,50,2,Baylor,2.0,81.0,80.8,0.0,0.0,8.54,19.0,37.505862351975615,2000-08-07,STANDARD,0,21.0,cfbd_roster_confirmed,1.0,-11.0,,14.0,cfbd,0.0
George Pickens,WR,2022,52,2,Georgia,2.0,5.0,289.9,1.0,1.0,9.35,18.0,27.0,2001-03-04,EARLY,1,21.0,existing,0.0,0.0,,4.0,cfbd_confirmed_zero,0.0
Alec Pierce,WR,2022,53,2,Cincinnati,2.0,27.0,183.3,0.0,0.0,9.83,21.0,25.209752245582862,2000-05-02,EARLY,1,21.0,existing,0.0,0.0,,14.0,cfbd_confirmed_zero,0.0
Skyy Moore,WR,2022,54,2,Western Michigan,2.0,107.0,53.7,0.0,0.0,7.58,18.0,44.7,2000-09-10,EARLY,1,21.0,existing,1.0,10.0,,12.0,cfbd,0.0
Velus Jones Jr.,WR,2022,71,3,Tennessee,2.0,126.0,38.0,0.0,0.0,7.1,23.0,22.679669223654862,1998-05-11,LATE,0,23.0,existing,1.0,15.0,,13.0,cfbd,0.0
Jalen Tolbert,WR,2022,88,3,South Alabama,2.0,45.0,152.0,0.0,0.0,8.62,20.0,42.17270359848485,1999-02-27,LATE,0,23.0,existing,0.0,0.0,,12.0,cfbd_confirmed_zero,0.0
David Bell,WR,2022,99,3,Purdue,2.0,113.0,48.7,0.0,0.0,3.98,18.0,43.5,2000-12-14,EARLY,1,21.0,existing,3.0,39.0,,11.0,cfbd,0.0
Danny Gray,WR,2022,105,3,SMU,2.0,204.0,2.9,0.0,0.0,6.76,22.0,27.0,1999-04-01,LATE,0,23.0,existing,3.0,40.0,,10.0,cfbd,0.0
Erik Ezukanma,WR,2022,125,4,Texas Tech,2.0,196.0,2.2,0.0,0.0,7.03,20.0,30.6,2000-01-25,STANDARD,0,22.0,existing,10.0,138.0,,11.0,cfbd,2.0
Romeo Doubs,WR,2022,132,4,Nevada,2.0,36.0,174.4,0.0,0.0,6.903333333333333,19.0,32.6,2000-04-13,STANDARD,0,22.0,existing,1.0,4.0,,11.0,cfbd,0.0
Calvin Austin III,WR,2022,138,4,Memphis,2.0,68.0,120.8,0.0,0.0,9.05,21.0,33.3,1999-03-24,LATE,0,23.0,existing,1.0,69.0,,12.0,cfbd,1.0
Khalil Shakir,WR,2022,148,5,Boise St.,2.0,36.0,182.5,0.0,0.0,8.31,19.0,46.2,2000-02-03,STANDARD,0,22.0,existing,21.0,130.0,,12.0,cfbd,0.0
Montrell Washington,WR,2022,162,5,Samford,2.0,180.0,7.2,0.0,0.0,4.32,,15.98,1999-03-14,LATE,0,23.0,existing,3.0,19.0,1.0,13.0,cfbd,
Kyle Philips,WR,2022,163,5,UCLA,2.0,136.0,33.1,0.0,0.0,8.31,20.0,38.6,1999-06-17,STANDARD,0,22.0,existing,0.0,0.0,,11.0,cfbd_confirmed_zero,0.0
Jalen Nailor,WR,2022,191,6,Michigan St.,2.0,62.0,105.0,0.0,0.0,8.09,21.0,33.6,1999-03-02,LATE,0,23.0,existing,1.0,-3.0,,9.0,cfbd,0.0
Michael Woods II,WR,2022,202,6,Oklahoma,2.0,164.0,13.5,0.0,0.0,7.62,,10.6,1999-08-03,STANDARD,0,22.0,existing,1.0,2.0,,11.0,cfbd,0.0
Bo Melton,WR,2022,229,7,Rutgers,2.0,116.0,45.9,0.0,0.0,9.23,19.0,39.3,1999-11-10,STANDARD,0,22.0,existing,9.0,51.0,,11.0,cfbd,0.0
Dareke Young,WR,2022,233,7,Lenoir-Rhyne,2.0,188.0,6.8,0.0,0.0,9.93,19.0,10.213,1999-06-04,STANDARD,0,22.0,existing,1.0,5.0,0.0,13.0,web_research_derived,
Samori Toure,WR,2022,258,7,Nebraska,2.0,148.0,19.2,0.0,0.0,6.14,23.0,31.90155949774342,1998-03-24,LATE,0,24.0,existing,8.0,63.0,,12.0,cfbd,1.0
Jaxon Smith-Njigba,WR,2023,20,1,Ohio St.,1.0,2.0,361.9,1.0,1.0,8.34,19.0,26.0,2002-02-14,EARLY,1,21.0,existing,0.0,0.0,,3.0,cfbd_confirmed_zero,0.0
Quentin Johnston,WR,2023,21,1,TCU,1.0,32.0,174.7,0.0,0.0,8.68,18.0,26.6,2001-09-06,EARLY,1,21.0,existing,3.0,-7.0,,14.0,cfbd,0.0
